frame_id,time_s,bbox_interpolated,status,u,v,left,right,top,bottom,valid_points,used_points,original_x1,original_y1,original_x2,original_y2,bbox_x1,bbox_y1,bbox_x2,bbox_y2,raw_X_m,raw_Y_m,raw_Z_m,filtered_X_m,filtered_Y_m,filtered_Z_m,raw_ego_x_m,raw_ego_y_m,ego_x_m,ego_y_m
11,0.36666666666666664,False,outlier,372,467,367,378,462,473,121,118,361.0,441.0,383.0,493.0,361.0,441.0,383.0,493.0,33.778656005859375,14.972253799438477,3.651247978210449,,,,-36.945916882443306,-0.4064616987742589,,
12,0.4,False,ok,370,466,365,376,461,472,121,121,359.0,440.0,382.0,492.0,359.0,440.0,382.0,492.0,34.47216796875,15.314798355102539,3.7434585094451904,34.47330856323242,15.314798355102539,3.7434585094451904,-37.718344602325914,-0.4470946022448006,-37.71939237546948,-0.44664390588032266
13,0.43333333333333335,False,ok,370,466,365,376,461,472,121,117,359.0,440.0,381.0,491.0,359.0,440.0,381.0,491.0,35.224273681640625,15.640684127807617,3.8255276679992676,34.47216796875,15.314798355102539,3.7434585094451904,-38.53801514649449,-0.44927158104536247,-37.718344602325914,-0.4470946022448006
14,0.4666666666666667,False,outlier,368,466,363,374,461,472,121,120,357.0,440.0,379.0,492.0,357.0,440.0,379.0,492.0,35.54505920410156,15.819009780883789,3.859405040740967,,,,-38.903159100136534,-0.48632941536195323,,
15,0.5,False,ok,366,465,361,372,460,471,121,121,356.0,440.0,377.0,490.0,356.0,440.0,377.0,490.0,33.599815368652344,14.997374534606934,3.679410696029663,33.66252517700195,15.061065196990967,3.7039730548858643,-36.791556506916585,-0.5002054949384406,-36.874329836499996,-0.5339337686540929
16,0.5333333333333333,False,ok,365,464,360,371,459,470,121,116,354.0,440.0,376.0,489.0,354.0,440.0,376.0,489.0,33.29888153076172,14.89091682434082,3.6692559719085693,33.66252517700195,15.061065196990967,3.7039730548858643,-36.47304672809654,-0.5213227783501388,-36.874329836499996,-0.5339337686540929
17,0.5666666666666667,False,ok,364,464,359,370,459,470,121,121,353.0,439.0,374.0,489.0,353.0,439.0,374.0,489.0,33.72523498535156,15.124755859375,3.7285354137420654,33.678202629089355,15.076987862586975,3.7101136445999146,-36.95710316608341,-0.5676620423697434,-36.89502316889585,-0.5423658370830047
18,0.6,False,ok,362,462,357,368,457,468,121,120,351.0,436.0,374.0,489.0,351.0,436.0,374.0,489.0,33.76396942138672,15.20722770690918,3.7859671115875244,33.72523498535156,15.124755859375,3.7285354137420654,-37.02527346224255,-0.6281167600701584,-36.95710316608341,-0.5676620423697434
19,0.6333333333333333,False,outlier,361,462,356,367,457,468,121,121,350.0,436.0,372.0,488.0,350.0,436.0,372.0,488.0,34.904170989990234,15.70771598815918,3.9197885990142822,,,,-38.27044942315181,-0.6373343024872399,,
20,0.6666666666666666,False,outlier,360,462,355,366,457,468,121,119,349.0,436.0,371.0,488.0,349.0,436.0,371.0,488.0,34.962371826171875,15.772088050842285,3.9063913822174072,,,,-38.349349969398794,-0.6734702069071778,,
21,0.7,False,outlier,359,462,354,365,457,468,121,121,348.0,436.0,370.0,487.0,348.0,436.0,370.0,487.0,34.693809509277344,15.680164337158203,3.8915441036224365,,,,-38.066320311130454,-0.6951473777036012,,
22,0.7333333333333333,False,ok,357,461,352,363,456,467,121,121,346.0,435.0,368.0,487.0,346.0,435.0,368.0,487.0,33.160247802734375,15.067482948303223,3.755053758621216,33.291738510131836,15.156534671783447,3.771504759788513,-36.41546360993141,-0.7382999457670051,-36.571441674532224,-0.7681472061114387
23,0.7666666666666667,True,outlier,355,460,350,361,455,466,121,121,0.0,0.0,0.0,0.0,344.0,433.5,366.0,486.5,31.984643936157227,14.54858112335205,3.623244524002075,,,,-35.13049042490779,-0.7261562717329942,,
24,0.8,False,ok,353,459,348,359,454,465,121,120,342.0,432.0,364.0,486.0,342.0,432.0,364.0,486.0,33.4232292175293,15.245586395263672,3.7879557609558105,33.4232292175293,15.245586395263672,3.7879557609558105,-36.72741973913303,-0.7979944664558724,-36.72741973913303,-0.7979944664558724
25,0.8333333333333334,False,ok,352,458,347,358,453,464,121,113,341.0,432.0,362.0,485.0,341.0,432.0,362.0,485.0,33.62117385864258,15.411870956420898,3.8480615615844727,33.52220153808594,15.328728675842285,3.8180086612701416,-36.97496163978649,-0.8725306566294192,-36.85119068945976,-0.8352625615426458
26,0.8666666666666667,False,outlier,350,458,345,356,453,464,121,121,339.0,432.0,361.0,484.0,339.0,432.0,361.0,484.0,34.8089599609375,15.987895011901855,3.9987921714782715,,,,-38.29369704410695,-0.9323342576035162,,
27,0.9,False,outlier,348,457,343,354,452,463,121,121,336.0,429.0,359.0,485.0,336.0,429.0,359.0,485.0,32.448001861572266,14.942341804504395,3.7519047260284424,,,,-35.71173161780756,-0.9047807850085682,,
28,0.9333333333333333,False,outlier,346,458,341,352,453,464,121,112,335.0,429.0,358.0,486.0,335.0,429.0,358.0,486.0,32.57952117919922,15.108160018920898,3.7445147037506104,,,,-35.89806960080393,-1.0051359903253958,,
29,0.9666666666666667,False,ok,346,457,341,352,452,463,113,107,334.0,429.0,357.0,485.0,334.0,429.0,357.0,485.0,34.01321792602539,15.778409004211426,3.9504315853118896,33.72067642211914,15.628710746765137,3.9158859252929688,-37.479935685651505,-1.0543269829148492,-37.15204913409033,-1.0324064652313758
30,1.0,False,outlier,344,456,339,350,451,462,121,118,333.0,429.0,356.0,484.0,333.0,429.0,356.0,484.0,34.16121292114258,15.859800338745117,3.9819254875183105,,,,-37.64804798392697,-1.0706157239789005,,
31,1.0333333333333334,False,ok,344,457,339,350,452,463,121,121,332.0,430.0,355.0,484.0,332.0,430.0,355.0,484.0,33.42813491821289,15.479012489318848,3.881340265274048,33.234792709350586,15.416194915771484,3.835666537284851,-36.82416258252916,-1.0104859475479009,-36.62173268343262,-1.0291780107271473
32,1.0666666666666667,False,ok,342,458,337,348,453,464,121,113,331.0,430.0,354.0,485.0,331.0,430.0,354.0,485.0,33.04145050048828,15.353377342224121,3.7899928092956543,32.9682183265686,15.329299569129944,3.7811505496501923,-36.41930278433608,-1.0478700739063955,-36.34251609877341,-1.0546888255865656
33,1.1,False,ok,342,458,337,348,453,464,121,109,330.0,430.0,353.0,485.0,330.0,430.0,353.0,485.0,32.497955322265625,15.162737846374512,3.72853422164917,32.83883762359619,15.287073731422424,3.7562249898910522,-35.84470752791074,-1.0875023514409063,-36.206979183774735,-1.0670230196980328
34,1.1333333333333333,False,ok,341,458,336,347,453,464,121,115,329.0,431.0,353.0,486.0,329.0,431.0,353.0,486.0,32.71726989746094,15.247291564941406,3.735964298248291,32.71726989746094,15.247291564941406,3.735964298248291,-36.07958502343792,-1.0785147871730163,-36.07958502343792,-1.0785147871730163
35,1.1666666666666667,False,outlier,340,460,335,346,455,466,117,101,327.0,432.0,352.0,487.0,327.0,432.0,352.0,487.0,31.28412628173828,14.638544082641602,3.5432121753692627,,,,-34.522528860222494,-1.085601753081918,,
36,1.2,False,outlier,338,460,333,344,455,466,119,93,326.0,432.0,351.0,488.0,326.0,432.0,351.0,488.0,30.707929611206055,14.399127006530762,3.5014028549194336,,,,-33.8986192994102,-1.0933476805862894,,
37,1.2333333333333334,False,ok,337,460,332,343,455,466,121,114,323.0,432.0,351.0,489.0,323.0,432.0,351.0,489.0,31.8560791015625,14.952354431152344,3.598848819732666,31.60136318206787,14.870391368865967,3.6006343364715576,-35.17193581302049,-1.1478719112230977,-34.905561603289115,-1.1732278496467201
38,1.2666666666666666,False,outlier,335,459,330,341,454,465,121,121,321.0,431.0,349.0,487.0,321.0,431.0,349.0,487.0,32.50587844848633,15.289998054504395,3.6767754554748535,,,,-35.90227167803225,-1.2012753936045022,,
39,1.3,False,ok,334,458,329,340,453,464,121,115,320.0,429.0,348.0,487.0,320.0,429.0,348.0,487.0,31.346647262573242,14.78842830657959,3.602419853210449,31.346647262573242,14.78842830657959,3.602419853210449,-34.63918739355775,-1.1985837880703423,-34.63918739355775,-1.1985837880703423
40,1.3333333333333333,False,outlier,334,456,329,340,451,462,121,114,321.0,428.0,346.0,485.0,321.0,428.0,346.0,485.0,32.604393005371094,15.413938522338867,3.800410747528076,,,,-36.04174317966619,-1.2762024095413609,,
41,1.3666666666666667,False,ok,332,454,327,338,449,460,121,116,320.0,427.0,345.0,481.0,320.0,427.0,345.0,481.0,31.127479553222656,14.710681915283203,3.6775619983673096,31.43039608001709,14.8558030128479,3.7352160215377808,-34.407134670366474,-1.2137666679391053,-34.742743301214894,-1.2273829105793566
42,1.4,False,ok,332,451,327,338,446,457,121,114,320.0,423.0,345.0,479.0,320.0,423.0,345.0,479.0,31.528688430786133,14.923177719116211,3.792870044708252,31.496843576431274,14.911044001579285,3.7846986949443817,-34.859659192517,-1.2504352776048637,-34.82561132876369,-1.2518722271460825
43,1.4333333333333333,False,ok,332,450,327,338,445,456,121,120,320.0,420.0,344.0,479.0,320.0,420.0,344.0,479.0,31.514144897460938,14.942017555236816,3.817838668823242,31.515962839126587,14.925532698631287,3.7959911227226257,-34.853743612450835,-1.2734886873117393,-34.84889975727501,-1.2576270204308542
44,1.4666666666666666,False,ok,332,448,327,338,443,454,121,119,319.0,419.0,344.0,476.0,319.0,419.0,344.0,476.0,31.591360092163086,14.96688175201416,3.8899261951446533,31.29728603363037,14.840254783630371,3.7991122007369995,-34.93449993014032,-1.265818502991328,-34.61432196972273,-1.265697313858744
45,1.5,False,ok,331,446,326,337,441,452,121,116,319.0,417.0,343.0,474.0,319.0,417.0,343.0,474.0,30.14447784423828,14.282812118530273,3.7483599185943604,30.86356830596924,14.674408912658691,3.8186813592910767,-33.33506026402439,-1.2091417240629991,-34.15036749142412,-1.2847278753994886
46,1.5333333333333334,False,ok,330,444,325,336,439,450,121,121,318.0,416.0,343.0,473.0,318.0,416.0,343.0,473.0,30.171703338623047,14.320466995239258,3.7903761863708496,30.5379958152771,14.528381824493408,3.8295403718948364,-33.374949162818325,-1.2329743285675685,-33.79358863964646,-1.279231686017025
47,1.5666666666666667,False,ok,330,444,325,336,439,450,121,100,318.0,416.0,342.0,473.0,318.0,416.0,342.0,473.0,30.646709442138672,14.591485977172852,3.8461780548095703,30.320568561553955,14.402173519134521,3.8175195455551147,-33.91839025227481,-1.2942431561698602,-33.543985414389745,-1.2492087457113548
48,1.6,False,ok,330,444,325,336,439,450,121,121,318.0,415.0,341.0,472.0,318.0,415.0,341.0,472.0,30.983705520629883,14.721129417419434,3.911496162414551,30.26621174812317,14.3706214427948,3.812743127346039,-34.27918918131557,-1.2801750603334414,-33.48158460807557,-1.2417030106349374
49,1.6333333333333333,False,ok,330,444,325,336,439,450,121,116,318.0,416.0,341.0,472.0,318.0,416.0,341.0,472.0,30.211854934692383,14.339069366455078,3.807966709136963,30.320568561553955,14.402173519134521,3.8175195455551147,-33.41918380176139,-1.2341972755585198,-33.543985414389745,-1.2492087457113548
50,1.6666666666666667,False,ok,328,444,323,334,439,450,121,121,316.0,415.0,341.0,472.0,316.0,415.0,341.0,472.0,29.54158592224121,14.05514144897461,3.7141876220703125,30.211854934692383,14.339069366455078,3.807966709136963,-32.69126939994,-1.2382265432427468,-33.41918380176139,-1.2341972755585198
51,1.7,False,outlier,328,444,323,334,439,450,121,121,314.0,415.0,341.0,472.0,314.0,415.0,341.0,472.0,29.135019302368164,13.912484169006348,3.6593017578125,,,,-32.26141925567114,-1.2678300801088591,,
52,1.7333333333333334,False,outlier,327,442,322,333,437,448,121,120,315.0,414.0,339.0,470.0,315.0,414.0,339.0,470.0,31.16704559326172,14.87118911743164,3.9283013343811035,,,,-34.50690391209494,-1.34557763816093,,
53,1.7666666666666666,False,ok,326,440,321,332,435,446,121,118,314.0,412.0,338.0,469.0,314.0,412.0,338.0,469.0,29.817527770996094,14.26725959777832,3.840592384338379,29.845003128051758,14.285776138305664,3.8833730220794678,-33.028571870490175,-1.3240464494820523,-33.06112794480357,-1.330199460430956
54,1.8,False,ok,326,440,321,332,435,446,121,119,314.0,412.0,338.0,469.0,314.0,412.0,338.0,469.0,30.188405990600586,14.43700122833252,3.8833730220794678,29.845003128051758,14.285776138305664,3.8833730220794678,-33.43634008346524,-1.3334251171550227,-33.06112794480357,-1.330199460430956
55,1.8333333333333333,False,ok,326,438,321,332,433,444,121,113,313.0,409.0,338.0,468.0,313.0,409.0,338.0,468.0,29.845003128051758,14.285776138305664,3.9167985916137695,29.845003128051758,14.285776138305664,3.8833730220794678,-33.06112794480357,-1.330199460430956,-33.06112794480357,-1.330199460430956
56,1.8666666666666667,False,outlier,325,438,320,331,433,444,121,118,312.0,408.0,338.0,467.0,312.0,408.0,338.0,467.0,28.559223175048828,13.691595077514648,3.7262818813323975,,,,-31.645198820017182,-1.2924379174461078,,
57,1.9,False,outlier,324,436,319,330,431,442,121,121,312.0,407.0,337.0,466.0,312.0,407.0,337.0,466.0,31.029632568359375,14.841683387756348,4.092708587646484,,,,-34.369014588072616,-1.3727706853816732,,
58,1.9333333333333333,False,ok,324,436,319,330,431,442,121,117,312.0,405.0,336.0,466.0,312.0,405.0,336.0,466.0,29.15680503845215,13.976797103881836,3.8477776050567627,28.67951774597168,13.70290756225586,3.830948829650879,-32.30684479114178,-1.3183007905875743,-31.760173877758454,-1.2552964015652954
59,1.9666666666666666,False,ok,324,435,319,330,430,441,121,120,311.0,405.0,336.0,465.0,311.0,405.0,336.0,465.0,28.41000747680664,13.653271675109863,3.783031940460205,28.54476261138916,13.678089618682861,3.8283495903015137,-31.49298309213973,-1.3161945998853772,-31.626578484949093,-1.2857455007253373
60,2.0,False,ok,324,434,319,330,429,440,120,112,311.0,404.0,336.0,463.0,311.0,404.0,336.0,463.0,28.67951774597168,13.70290756225586,3.830948829650879,28.42100167274475,13.654845833778381,3.823976516723633,-31.760173877758454,-1.2552964015652954,-31.503704598351217,-1.313296389334636
61,2.033333333333333,False,ok,322,432,317,328,427,438,121,120,310.0,402.0,335.0,461.0,310.0,402.0,335.0,461.0,28.319229125976562,13.634750366210938,3.8257503509521484,28.341923713684082,13.639380693435669,3.8209030628204346,-31.402273724176293,-1.3350508568424542,-31.424951066167154,-1.3303367926031855
62,2.066666666666667,False,ok,322,430,317,328,425,436,121,118,310.0,401.0,335.0,460.0,310.0,401.0,335.0,460.0,27.9600830078125,13.458623886108398,3.8160557746887207,28.239141941070557,13.597239971160889,3.8209030628204346,-31.00275993682997,-1.3151710956310443,-31.313882098825445,-1.332238830737585
63,2.1,False,ok,321,431,316,327,426,437,121,120,308.0,401.0,334.0,461.0,308.0,401.0,334.0,461.0,27.99888038635254,13.484708786010742,3.794419288635254,28.069268226623535,13.515697956085205,3.813070297241211,-31.048707222772894,-1.3238027524229792,-31.125612026638013,-1.324456864329865
64,2.1333333333333333,False,ok,321,430,316,327,425,436,121,121,308.0,400.0,334.0,461.0,308.0,400.0,334.0,461.0,28.49691390991211,13.708529472351074,3.8831303119659424,27.836867809295654,13.39565634727478,3.78171843290329,-31.594651754160992,-1.3326151794693397,-30.864690869212605,-1.3060152963988247
65,2.1666666666666665,False,ok,321,432,316,327,427,438,121,117,308.0,402.0,334.0,461.0,308.0,402.0,334.0,461.0,27.2440185546875,13.126383781433105,3.6789791584014893,27.51523780822754,13.236586332321167,3.734765112400055,-30.213686761194122,-1.292915496879056,-30.50637986471482,-1.2869797690826414
66,2.2,False,ok,321,430,316,327,425,436,121,121,308.0,400.0,334.0,461.0,308.0,400.0,334.0,461.0,27.094833374023438,13.035066604614258,3.7006824016571045,27.25282382965088,13.117125749588013,3.7005808353424072,-30.040559020908077,-1.2679789683439617,-30.218117230928478,-1.2809315510030765
67,2.2333333333333334,False,ok,322,431,317,328,426,437,121,121,309.0,401.0,334.0,461.0,309.0,401.0,334.0,461.0,27.428424835205078,13.180668830871582,3.7219793796539307,27.07828998565674,13.025555849075317,3.682962954044342,-30.404536380417593,-1.269916241910233,-30.021603834544965,-1.2657791775555736
68,2.2666666666666666,False,ok,323,431,318,329,426,437,121,121,311.0,400.0,335.0,462.0,311.0,400.0,335.0,462.0,26.879474639892578,12.905706405639648,3.656146287918091,26.932223796844482,12.936803460121155,3.672520011663437,-29.79161053516959,-1.234243276655317,-29.852354717671336,-1.2419662714602406
69,2.3,False,ok,324,430,319,330,425,436,121,121,311.0,400.0,336.0,461.0,311.0,400.0,336.0,461.0,26.870750427246094,12.89576244354248,3.673211097717285,26.876203060150146,12.90197741985321,3.6668117940425873,-29.77966702370659,-1.2285558517174209,-29.787131718370965,-1.2321104923036068
70,2.3333333333333335,False,ok,325,430,320,331,425,436,121,121,313.0,399.0,337.0,461.0,313.0,399.0,337.0,461.0,26.69306755065918,12.762670516967773,3.648395538330078,26.875112533569336,12.900734424591064,3.664678692817688,-29.56385378122523,-1.1765048198232475,-29.78563877943809,-1.2313995641863689
71,2.3666666666666667,False,outlier,325,429,320,331,424,435,121,120,313.0,398.0,337.0,460.0,313.0,398.0,337.0,460.0,28.10373306274414,13.450010299682617,3.858405590057373,,,,-31.131316193941263,-1.2504963640079954,,
72,2.4,False,ok,324,428,319,330,423,434,121,121,312.0,396.0,337.0,459.0,312.0,396.0,337.0,459.0,27.354660034179688,13.101317405700684,3.7791452407836914,26.80294704437256,12.805277824401855,3.7098904848098755,-30.305419491779436,-1.226169962826647,-29.681627225838938,-1.1722267911519475
73,2.433333333333333,False,ok,326,428,321,332,423,434,121,121,313.0,396.0,339.0,459.0,313.0,396.0,339.0,459.0,26.905363082885742,12.847885131835938,3.7175753116607666,26.992083311080933,12.875437259674072,3.731046587228775,-29.7925445896654,-1.1708978843438576,-29.883094536687583,-1.1619410533800407
74,2.466666666666667,False,ok,327,428,322,333,423,434,121,116,313.0,396.0,341.0,459.0,313.0,396.0,341.0,459.0,26.700531005859375,12.719245910644531,3.7022056579589844,26.910317182540894,12.834827303886414,3.725271552801132,-29.55355099222978,-1.1336649769574176,-29.79193583429589,-1.1569451286643269
75,2.5,False,ok,329,426,324,335,421,432,121,121,316.0,394.0,342.0,458.0,316.0,394.0,342.0,458.0,27.35942840576172,13.000700950622559,3.823387861251831,26.66923761367798,12.684038639068604,3.718031942844391,-30.270042064087146,-1.1318574715547611,-29.51089239099065,-1.1136881877669276
76,2.533333333333333,False,ok,330,425,325,336,420,431,121,106,317.0,393.0,344.0,457.0,317.0,393.0,344.0,457.0,26.16839599609375,12.434269905090332,3.689993381500244,26.402494430541992,12.513267755508423,3.7189452052116394,-28.952115133804806,-1.0821489545905403,-29.198378026427473,-1.062215939291501
77,2.566666666666667,False,ok,332,424,327,338,419,430,121,112,318.0,391.0,347.0,457.0,318.0,391.0,347.0,457.0,26.370525360107422,12.449777603149414,3.7412004470825195,26.180466651916504,12.380411386489868,3.7194018363952637,-29.14392298983766,-1.0165249128090212,-28.94192173929674,-1.0279038122621165
78,2.6,False,ok,337,422,332,343,417,428,121,114,323.0,390.0,351.0,455.0,323.0,390.0,351.0,455.0,26.014549255371094,12.203328132629395,3.7194018363952637,26.03907871246338,12.224650382995605,3.7194018363952637,-28.71953369973969,-0.930792427058368,-28.75049226357133,-0.9406868674874058
79,2.6333333333333333,False,ok,340,421,335,346,416,427,121,120,326.0,389.0,353.0,453.0,326.0,389.0,353.0,453.0,25.528148651123047,11.899150848388672,3.671640634536743,25.865084648132324,12.054457426071167,3.7074615359306335,-28.152523165955575,-0.8435661544177204,-28.523407476924383,-0.853096475990196
80,2.6666666666666665,False,ok,343,421,338,349,416,427,121,121,329.0,389.0,357.0,453.0,329.0,389.0,357.0,453.0,25.958820343017578,12.0576753616333,3.7419497966766357,25.63581657409668,11.873162269592285,3.6835809350013733,-28.61078652100114,-0.8190136612423471,-28.241159926602688,-0.7771484419661571
81,2.7,False,ok,348,420,343,354,415,426,121,121,333.0,388.0,362.0,452.0,333.0,388.0,362.0,452.0,25.26408576965332,11.636672019958496,3.6608192920684814,25.462132930755615,11.688859939575195,3.6689352989196777,-27.806233353730907,-0.7067900355461239,-28.008785098249955,-0.6764742349318147
82,2.7333333333333334,False,ok,354,420,349,360,415,426,121,97,340.0,387.0,368.0,453.0,340.0,387.0,368.0,453.0,24.970584869384766,11.40784740447998,3.6235480308532715,25.295002460479736,11.552602291107178,3.65807968378067,-27.446199363086876,-0.6125615436327093,-27.801414600962303,-0.6173454118812818
83,2.7666666666666666,False,ok,360,420,355,366,415,426,121,110,347.0,388.0,372.0,453.0,347.0,388.0,372.0,453.0,25.62466049194336,11.582944869995117,3.7036914825439453,25.12051248550415,11.415890455245972,3.6406115889549255,-28.1162347473474,-0.5149571057515757,-27.587104045570566,-0.5607074098048682
84,2.8,False,ok,364,420,359,370,415,426,121,118,350.0,388.0,379.0,453.0,350.0,388.0,379.0,453.0,25.123689651489258,11.264922142028809,3.6390395164489746,24.966726303100586,11.176511764526367,3.5980714559555054,-27.530368788891973,-0.42076943558433416,-27.351244463957105,-0.40157662953273854
85,2.8333333333333335,False,ok,370,422,365,376,417,428,121,121,355.0,389.0,384.0,455.0,355.0,389.0,384.0,455.0,24.122777938842773,10.682572364807129,3.4441003799438477,24.764342308044434,10.88039493560791,3.529244363307953,-26.380800419724093,-0.2813130475924116,-27.048322348966792,-0.20952806777449962
86,2.8666666666666667,False,ok,375,423,370,381,418,429,121,121,361.0,390.0,389.0,456.0,361.0,390.0,389.0,456.0,24.38637924194336,10.71994686126709,3.4573984146118164,24.562530994415283,10.722705364227295,3.487384259700775,-26.637718123774572,-0.21148616646921548,-26.800624683074414,-0.1444152922047658
87,2.9,False,ok,384,424,379,390,419,430,121,95,370.0,391.0,399.0,457.0,370.0,391.0,399.0,457.0,24.802045822143555,10.768355369567871,3.506150245666504,24.541041374206543,10.664273738861084,3.487384259700775,-27.038686062126796,-0.09170802996343577,-26.75779511586533,-0.0992302637956174
88,2.933333333333333,False,ok,390,423,385,396,418,429,121,120,376.0,391.0,403.0,455.0,376.0,391.0,403.0,455.0,24.48269271850586,10.491016387939453,3.4811289310455322,24.65773868560791,10.57939887046814,3.499894917011261,-26.63573366919756,0.0368714573831699,-26.831458030676323,0.024849471675473224
89,2.966666666666667,False,ok,397,424,392,403,419,430,121,118,383.0,389.0,411.0,458.0,383.0,389.0,411.0,458.0,25.071773529052734,10.572003364562988,3.5460739135742188,24.65773868560791,10.452093362808228,3.505772352218628,-27.20887653345837,0.19524553633581698,-26.781154324701504,0.14179488392301196
90,3.0,False,ok,406,422,401,412,417,428,121,116,394.0,389.0,419.0,456.0,394.0,389.0,419.0,456.0,24.716087341308594,10.254337310791016,3.5392212867736816,24.508207321166992,10.237140417098999,3.505016565322876,-26.756612930084426,0.34651357305949604,-26.558854933590634,0.28016893688227834
91,3.033333333333333,False,ok,414,422,409,420,417,428,121,121,398.0,388.0,429.0,456.0,398.0,388.0,429.0,456.0,24.351356506347656,9.948870658874512,3.487643241882324,24.347646713256836,9.982598781585693,3.500389814376831,-26.300861222530564,0.48300107602632036,-26.310780717050473,0.450551847146936
92,3.066666666666667,False,ok,420,420,415,426,415,426,121,121,406.0,386.0,435.0,455.0,406.0,386.0,435.0,455.0,24.205181121826172,9.778316497802734,3.504638671875,24.14266872406006,9.734743595123291,3.4915488958358765,-26.09918851059079,0.5819155954749745,-26.024545890747653,0.5972412936755096
93,3.1,False,ok,428,420,423,434,415,426,121,119,414.0,385.0,442.0,455.0,414.0,385.0,442.0,455.0,23.736520767211914,9.433470726013184,3.4368488788604736,23.90801239013672,9.487785577774048,3.486613631248474,-25.532404716146015,0.7135106738900641,-25.71140244603104,0.7313794329738658
94,3.1333333333333333,False,ok,436,418,431,442,413,424,121,119,421.0,384.0,450.0,452.0,421.0,384.0,450.0,452.0,23.808956146240234,9.30588436126709,3.4836151599884033,23.790847301483154,9.310033321380615,3.485606610774994,-25.54853063497644,0.8593363209689452,-25.533534911060933,0.8483694438970725
95,3.1666666666666665,False,ok,440,417,435,446,412,423,121,121,425.0,382.0,456.0,452.0,425.0,382.0,456.0,452.0,23.652576446533203,9.194893836975098,3.4862704277038574,23.733643531799316,9.210819959640503,3.484278976917267,-25.361020105478133,0.8995023301102327,-25.44178304250281,0.9169052522742146
96,3.2,False,ok,450,416,445,456,411,422,121,119,437.0,382.0,464.0,451.0,437.0,382.0,464.0,451.0,24.015518188476562,9.147607803344727,3.5578949451446533,23.648810386657715,9.128336429595947,3.4783905744552612,-25.675741044402326,1.0863536282701554,-25.331260924233156,0.9591551826459555
